chr	tag	start	end	strand	ID
chr05	exon	149946	150456	-	LOC_Os05g01210.3:exon_5
chr05	five_prime_UTR	151946	152046	-	LOC_Os05g01210.3:utr_3
chr05	five_prime_UTR	151347	151383	-	LOC_Os05g01210.3:utr_2
chr05	CDS	151177	151346	-	LOC_Os05g01210.3:cds_1
chr05	CDS	150708	150768	-	LOC_Os05g01210.3:cds_2
chr05	CDS	150554	150589	-	LOC_Os05g01210.3:cds_3
chr05	CDS	150415	150456	-	LOC_Os05g01210.3:cds_4
chr05	three_prime_UTR	149946	150414	-	LOC_Os05g01210.3:utr_1
chr05	gene	155313	160214	+	LOC_Os05g01230
chr05	mRNA	155313	160214	+	LOC_Os05g01230.1
chr05	exon	155313	155856	+	LOC_Os05g01230.1:exon_1
chr05	exon	156943	157475	+	LOC_Os05g01230.1:exon_2
chr05	exon	157576	157701	+	LOC_Os05g01230.1:exon_3
chr05	exon	158071	158170	+	LOC_Os05g01230.1:exon_4
chr05	exon	158295	158359	+	LOC_Os05g01230.1:exon_5
chr05	exon	158463	158565	+	LOC_Os05g01230.1:exon_6
chr05	exon	158676	158814	+	LOC_Os05g01230.1:exon_7
chr05	exon	158922	159136	+	LOC_Os05g01230.1:exon_8
chr05	exon	159218	160214	+	LOC_Os05g01230.1:exon_9
chr05	five_prime_UTR	155313	155418	+	LOC_Os05g01230.1:utr_1
chr05	CDS	155419	155856	+	LOC_Os05g01230.1:cds_1
chr05	CDS	156943	157475	+	LOC_Os05g01230.1:cds_2
chr05	CDS	157576	157701	+	LOC_Os05g01230.1:cds_3
chr05	CDS	158071	158170	+	LOC_Os05g01230.1:cds_4
chr05	CDS	158295	158359	+	LOC_Os05g01230.1:cds_5
chr05	CDS	158463	158565	+	LOC_Os05g01230.1:cds_6
chr05	CDS	158676	158814	+	LOC_Os05g01230.1:cds_7
chr05	CDS	158922	159136	+	LOC_Os05g01230.1:cds_8
chr05	CDS	159218	159868	+	LOC_Os05g01230.1:cds_9
chr05	three_prime_UTR	159869	160214	+	LOC_Os05g01230.1:utr_2
chr05	gene	160686	167934	-	LOC_Os05g01240
chr05	mRNA	160686	167722	-	LOC_Os05g01240.1
chr05	exon	167189	167722	-	LOC_Os05g01240.1:exon_1
chr05	exon	166548	166771	-	LOC_Os05g01240.1:exon_2
chr05	exon	166395	166440	-	LOC_Os05g01240.1:exon_3
chr05	exon	165451	165768	-	LOC_Os05g01240.1:exon_4
chr05	exon	164891	165291	-	LOC_Os05g01240.1:exon_5
chr05	exon	164637	164795	-	LOC_Os05g01240.1:exon_6
chr05	exon	164138	164254	-	LOC_Os05g01240.1:exon_7
chr05	exon	163908	164059	-	LOC_Os05g01240.1:exon_8
chr05	exon	163416	163495	-	LOC_Os05g01240.1:exon_9
chr05	exon	162948	163340	-	LOC_Os05g01240.1:exon_10
chr05	exon	162178	162772	-	LOC_Os05g01240.1:exon_11
chr05	exon	161989	162073	-	LOC_Os05g01240.1:exon_12
chr05	exon	161836	161904	-	LOC_Os05g01240.1:exon_13
chr05	exon	161423	161602	-	LOC_Os05g01240.1:exon_14
chr05	exon	160686	161276	-	LOC_Os05g01240.1:exon_15
chr05	five_prime_UTR	167189	167722	-	LOC_Os05g01240.1:utr_3
chr05	five_prime_UTR	166656	166771	-	LOC_Os05g01240.1:utr_2
chr05	CDS	166548	166655	-	LOC_Os05g01240.1:cds_1
chr05	CDS	166395	166440	-	LOC_Os05g01240.1:cds_2
chr05	CDS	165451	165768	-	LOC_Os05g01240.1:cds_3
chr05	CDS	164891	165291	-	LOC_Os05g01240.1:cds_4
chr05	CDS	164637	164795	-	LOC_Os05g01240.1:cds_5
chr05	CDS	164138	164254	-	LOC_Os05g01240.1:cds_6
chr05	CDS	163908	164059	-	LOC_Os05g01240.1:cds_7
chr05	CDS	163416	163495	-	LOC_Os05g01240.1:cds_8
chr05	CDS	162948	163340	-	LOC_Os05g01240.1:cds_9
chr05	CDS	162178	162772	-	LOC_Os05g01240.1:cds_10
chr05	CDS	161989	162073	-	LOC_Os05g01240.1:cds_11
chr05	CDS	161836	161904	-	LOC_Os05g01240.1:cds_12
chr05	CDS	161423	161602	-	LOC_Os05g01240.1:cds_13
chr05	CDS	161112	161276	-	LOC_Os05g01240.1:cds_14
chr05	three_prime_UTR	160686	161111	-	LOC_Os05g01240.1:utr_1
chr05	mRNA	160686	167002	-	LOC_Os05g01240.2
chr05	exon	166870	167002	-	LOC_Os05g01240.2:exon_1
chr05	exon	166548	166771	-	LOC_Os05g01240.2:exon_2
chr05	exon	166395	166440	-	LOC_Os05g01240.2:exon_3
chr05	exon	165451	165768	-	LOC_Os05g01240.2:exon_4
chr05	exon	164891	165291	-	LOC_Os05g01240.2:exon_5
chr05	exon	164637	164795	-	LOC_Os05g01240.2:exon_6
chr05	exon	164138	164254	-	LOC_Os05g01240.2:exon_7
chr05	exon	163908	164059	-	LOC_Os05g01240.2:exon_8
chr05	exon	163416	163495	-	LOC_Os05g01240.2:exon_9
chr05	exon	162948	163340	-	LOC_Os05g01240.2:exon_10
chr05	exon	162178	162772	-	LOC_Os05g01240.2:exon_11
chr05	exon	161989	162073	-	LOC_Os05g01240.2:exon_12
chr05	exon	161836	161904	-	LOC_Os05g01240.2:exon_13
chr05	exon	161423	161602	-	LOC_Os05g01240.2:exon_14
chr05	exon	160686	161276	-	LOC_Os05g01240.2:exon_15
chr05	five_prime_UTR	166870	167002	-	LOC_Os05g01240.2:utr_3
chr05	five_prime_UTR	166656	166771	-	LOC_Os05g01240.2:utr_2
chr05	CDS	166548	166655	-	LOC_Os05g01240.2:cds_1
chr05	CDS	166395	166440	-	LOC_Os05g01240.2:cds_2
chr05	CDS	165451	165768	-	LOC_Os05g01240.2:cds_3
chr05	CDS	164891	165291	-	LOC_Os05g01240.2:cds_4
chr05	CDS	164637	164795	-	LOC_Os05g01240.2:cds_5
chr05	CDS	164138	164254	-	LOC_Os05g01240.2:cds_6
chr05	CDS	163908	164059	-	LOC_Os05g01240.2:cds_7
chr05	CDS	163416	163495	-	LOC_Os05g01240.2:cds_8
chr05	CDS	162948	163340	-	LOC_Os05g01240.2:cds_9
chr05	CDS	162178	162772	-	LOC_Os05g01240.2:cds_10
chr05	CDS	161989	162073	-	LOC_Os05g01240.2:cds_11
chr05	CDS	161836	161904	-	LOC_Os05g01240.2:cds_12
chr05	CDS	161423	161602	-	LOC_Os05g01240.2:cds_13
chr05	CDS	161112	161276	-	LOC_Os05g01240.2:cds_14
chr05	three_prime_UTR	160686	161111	-	LOC_Os05g01240.2:utr_1
chr05	mRNA	160686	166869	-	LOC_Os05g01240.3
chr05	exon	166548	166869	-	LOC_Os05g01240.3:exon_1
chr05	exon	166395	166440	-	LOC_Os05g01240.3:exon_2
chr05	exon	165451	165768	-	LOC_Os05g01240.3:exon_3
chr05	exon	164891	165291	-	LOC_Os05g01240.3:exon_4
chr05	exon	164637	164795	-	LOC_Os05g01240.3:exon_5
chr05	exon	164138	164254	-	LOC_Os05g01240.3:exon_6
chr05	exon	163908	164059	-	LOC_Os05g01240.3:exon_7
chr05	exon	163416	163495	-	LOC_Os05g01240.3:exon_8
chr05	exon	162948	163340	-	LOC_Os05g01240.3:exon_9
chr05	exon	162178	162772	-	LOC_Os05g01240.3:exon_10
chr05	exon	161989	162073	-	LOC_Os05g01240.3:exon_11
chr05	exon	161836	161904	-	LOC_Os05g01240.3:exon_12
chr05	exon	161423	161602	-	LOC_Os05g01240.3:exon_13
chr05	exon	160686	161276	-	LOC_Os05g01240.3:exon_14
chr05	five_prime_UTR	166656	166869	-	LOC_Os05g01240.3:utr_2
chr05	CDS	166548	166655	-	LOC_Os05g01240.3:cds_1
chr05	CDS	166395	166440	-	LOC_Os05g01240.3:cds_2
chr05	CDS	165451	165768	-	LOC_Os05g01240.3:cds_3
chr05	CDS	164891	165291	-	LOC_Os05g01240.3:cds_4
chr05	CDS	164637	164795	-	LOC_Os05g01240.3:cds_5
chr05	CDS	164138	164254	-	LOC_Os05g01240.3:cds_6
chr05	CDS	163908	164059	-	LOC_Os05g01240.3:cds_7
chr05	CDS	163416	163495	-	LOC_Os05g01240.3:cds_8
chr05	CDS	162948	163340	-	LOC_Os05g01240.3:cds_9
chr05	CDS	162178	162772	-	LOC_Os05g01240.3:cds_10
chr05	CDS	161989	162073	-	LOC_Os05g01240.3:cds_11
chr05	CDS	161836	161904	-	LOC_Os05g01240.3:cds_12
chr05	CDS	161423	161602	-	LOC_Os05g01240.3:cds_13
chr05	CDS	161112	161276	-	LOC_Os05g01240.3:cds_14
chr05	three_prime_UTR	160686	161111	-	LOC_Os05g01240.3:utr_1
chr05	mRNA	160686	167934	-	LOC_Os05g01240.4
chr05	exon	167767	167934	-	LOC_Os05g01240.4:exon_1
chr05	exon	166548	166771	-	LOC_Os05g01240.4:exon_2
chr05	exon	166395	166440	-	LOC_Os05g01240.4:exon_3
chr05	exon	165451	165768	-	LOC_Os05g01240.4:exon_4
chr05	exon	164891	165291	-	LOC_Os05g01240.4:exon_5
chr05	exon	164637	164795	-	LOC_Os05g01240.4:exon_6
chr05	exon	164138	164254	-	LOC_Os05g01240.4:exon_7
chr05	exon	163908	164059	-	LOC_Os05g01240.4:exon_8
chr05	exon	163416	163495	-	LOC_Os05g01240.4:exon_9
chr05	exon	162948	163340	-	LOC_Os05g01240.4:exon_10
chr05	exon	162178	162772	-	LOC_Os05g01240.4:exon_11
chr05	exon	161989	162073	-	LOC_Os05g01240.4:exon_12
chr05	exon	161836	161904	-	LOC_Os05g01240.4:exon_13
chr05	exon	161423	161602	-	LOC_Os05g01240.4:exon_14
chr05	exon	160686	161276	-	LOC_Os05g01240.4:exon_15
chr05	five_prime_UTR	167767	167934	-	LOC_Os05g01240.4:utr_3
chr05	five_prime_UTR	166656	166771	-	LOC_Os05g01240.4:utr_2
chr05	CDS	166548	166655	-	LOC_Os05g01240.4:cds_1
chr05	CDS	166395	166440	-	LOC_Os05g01240.4:cds_2
chr05	CDS	165451	165768	-	LOC_Os05g01240.4:cds_3
chr05	CDS	164891	165291	-	LOC_Os05g01240.4:cds_4
chr05	CDS	164637	164795	-	LOC_Os05g01240.4:cds_5
chr05	CDS	164138	164254	-	LOC_Os05g01240.4:cds_6
chr05	CDS	163908	164059	-	LOC_Os05g01240.4:cds_7
chr05	CDS	163416	163495	-	LOC_Os05g01240.4:cds_8
chr05	CDS	162948	163340	-	LOC_Os05g01240.4:cds_9
chr05	CDS	162178	162772	-	LOC_Os05g01240.4:cds_10
chr05	CDS	161989	162073	-	LOC_Os05g01240.4:cds_11
chr05	CDS	161836	161904	-	LOC_Os05g01240.4:cds_12
chr05	CDS	161423	161602	-	LOC_Os05g01240.4:cds_13
chr05	CDS	161112	161276	-	LOC_Os05g01240.4:cds_14
chr05	three_prime_UTR	160686	161111	-	LOC_Os05g01240.4:utr_1
chr05	mRNA	160686	167934	-	LOC_Os05g01240.5
chr05	exon	167669	167934	-	LOC_Os05g01240.5:exon_1
chr05	exon	166548	166771	-	LOC_Os05g01240.5:exon_2
chr05	exon	166395	166440	-	LOC_Os05g01240.5:exon_3
chr05	exon	165451	165768	-	LOC_Os05g01240.5:exon_4
chr05	exon	164891	165291	-	LOC_Os05g01240.5:exon_5
chr05	exon	164637	164795	-	LOC_Os05g01240.5:exon_6
chr05	exon	164138	164254	-	LOC_Os05g01240.5:exon_7
chr05	exon	163908	164059	-	LOC_Os05g01240.5:exon_8
chr05	exon	163416	163495	-	LOC_Os05g01240.5:exon_9
chr05	exon	162948	163340	-	LOC_Os05g01240.5:exon_10
chr05	exon	162178	162772	-	LOC_Os05g01240.5:exon_11
chr05	exon	161989	162073	-	LOC_Os05g01240.5:exon_12
chr05	exon	161836	161904	-	LOC_Os05g01240.5:exon_13
chr05	exon	161423	161602	-	LOC_Os05g01240.5:exon_14
chr05	exon	160686	161276	-	LOC_Os05g01240.5:exon_15
chr05	five_prime_UTR	167669	167934	-	LOC_Os05g01240.5:utr_3
chr05	five_prime_UTR	166656	166771	-	LOC_Os05g01240.5:utr_2
chr05	CDS	166548	166655	-	LOC_Os05g01240.5:cds_1
chr05	CDS	166395	166440	-	LOC_Os05g01240.5:cds_2
chr05	CDS	165451	165768	-	LOC_Os05g01240.5:cds_3
chr05	CDS	164891	165291	-	LOC_Os05g01240.5:cds_4
chr05	CDS	164637	164795	-	LOC_Os05g01240.5:cds_5
chr05	CDS	164138	164254	-	LOC_Os05g01240.5:cds_6
chr05	CDS	163908	164059	-	LOC_Os05g01240.5:cds_7
chr05	CDS	163416	163495	-	LOC_Os05g01240.5:cds_8
chr05	CDS	162948	163340	-	LOC_Os05g01240.5:cds_9
chr05	CDS	162178	162772	-	LOC_Os05g01240.5:cds_10
chr05	CDS	161989	162073	-	LOC_Os05g01240.5:cds_11
chr05	CDS	161836	161904	-	LOC_Os05g01240.5:cds_12
chr05	CDS	161423	161602	-	LOC_Os05g01240.5:cds_13
chr05	CDS	161112	161276	-	LOC_Os05g01240.5:cds_14
chr05	three_prime_UTR	160686	161111	-	LOC_Os05g01240.5:utr_1
chr05	gene	174438	177600	+	LOC_Os05g01250
chr05	mRNA	174438	177600	+	LOC_Os05g01250.1
chr05	exon	174438	174686	+	LOC_Os05g01250.1:exon_1
chr05	exon	174786	174937	+	LOC_Os05g01250.1:exon_2
chr05	exon	175623	175716	+	LOC_Os05g01250.1:exon_3
chr05	exon	175811	175882	+	LOC_Os05g01250.1:exon_4
chr05	exon	176020	176131	+	LOC_Os05g01250.1:exon_5
chr05	exon	176524	176672	+	LOC_Os05g01250.1:exon_6
chr05	exon	177276	177600	+	LOC_Os05g01250.1:exon_7
chr05	five_prime_UTR	174438	174617	+	LOC_Os05g01250.1:utr_1
chr05	CDS	174618	174686	+	LOC_Os05g01250.1:cds_1
chr05	CDS	174786	174937	+	LOC_Os05g01250.1:cds_2
chr05	CDS	175623	175716	+	LOC_Os05g01250.1:cds_3
chr05	CDS	175811	175882	+	LOC_Os05g01250.1:cds_4
chr05	CDS	176020	176131	+	LOC_Os05g01250.1:cds_5
chr05	CDS	176524	176672	+	LOC_Os05g01250.1:cds_6
chr05	CDS	177276	177326	+	LOC_Os05g01250.1:cds_7
chr05	three_prime_UTR	177327	177600	+	LOC_Os05g01250.1:utr_2
chr05	gene	178801	181635	-	LOC_Os05g01256
chr05	mRNA	178801	181635	-	LOC_Os05g01256.1
chr05	exon	181117	181635	-	LOC_Os05g01256.1:exon_1
chr05	exon	180454	180669	-	LOC_Os05g01256.1:exon_2
chr05	exon	180190	180324	-	LOC_Os05g01256.1:exon_3
chr05	exon	179986	180072	-	LOC_Os05g01256.1:exon_4
chr05	exon	179732	179833	-	LOC_Os05g01256.1:exon_5
chr05	exon	179406	179536	-	LOC_Os05g01256.1:exon_6
chr05	exon	178801	179273	-	LOC_Os05g01256.1:exon_7
chr05	five_prime_UTR	181489	181635	-	LOC_Os05g01256.1:utr_3
chr05	CDS	181117	181488	-	LOC_Os05g01256.1:cds_1
chr05	CDS	180454	180669	-	LOC_Os05g01256.1:cds_2
chr05	CDS	180190	180324	-	LOC_Os05g01256.1:cds_3
chr05	CDS	179986	180072	-	LOC_Os05g01256.1:cds_4
chr05	CDS	179732	179833	-	LOC_Os05g01256.1:cds_5
chr05	CDS	179429	179536	-	LOC_Os05g01256.1:cds_6
chr05	three_prime_UTR	179406	179428	-	LOC_Os05g01256.1:utr_2
chr05	three_prime_UTR	178801	179273	-	LOC_Os05g01256.1:utr_1
chr05	mRNA	178801	181619	-	LOC_Os05g01256.2
chr05	exon	181117	181619	-	LOC_Os05g01256.2:exon_1
chr05	exon	180454	180669	-	LOC_Os05g01256.2:exon_2
chr05	exon	180190	180324	-	LOC_Os05g01256.2:exon_3
chr05	exon	179986	180072	-	LOC_Os05g01256.2:exon_4
chr05	exon	179732	179833	-	LOC_Os05g01256.2:exon_5
chr05	exon	179406	179536	-	LOC_Os05g01256.2:exon_6
chr05	exon	178801	179310	-	LOC_Os05g01256.2:exon_7
chr05	five_prime_UTR	181489	181619	-	LOC_Os05g01256.2:utr_3
chr05	CDS	181117	181488	-	LOC_Os05g01256.2:cds_1
chr05	CDS	180454	180669	-	LOC_Os05g01256.2:cds_2
chr05	CDS	180190	180324	-	LOC_Os05g01256.2:cds_3
chr05	CDS	179986	180072	-	LOC_Os05g01256.2:cds_4
chr05	CDS	179732	179833	-	LOC_Os05g01256.2:cds_5
chr05	CDS	179429	179536	-	LOC_Os05g01256.2:cds_6
chr05	three_prime_UTR	179406	179428	-	LOC_Os05g01256.2:utr_2
chr05	three_prime_UTR	178801	179310	-	LOC_Os05g01256.2:utr_1
chr05	gene	182375	184800	-	LOC_Os05g01262
chr05	mRNA	182375	184800	-	LOC_Os05g01262.1
chr05	exon	184531	184800	-	LOC_Os05g01262.1:exon_1
chr05	exon	183617	183715	-	LOC_Os05g01262.1:exon_2
chr05	exon	183422	183530	-	LOC_Os05g01262.1:exon_3
chr05	exon	182866	183073	-	LOC_Os05g01262.1:exon_4
chr05	exon	182375	182739	-	LOC_Os05g01262.1:exon_5
chr05	five_prime_UTR	184710	184800	-	LOC_Os05g01262.1:utr_3
chr05	CDS	184531	184709	-	LOC_Os05g01262.1:cds_1
chr05	CDS	183617	183715	-	LOC_Os05g01262.1:cds_2
chr05	CDS	183422	183530	-	LOC_Os05g01262.1:cds_3
chr05	CDS	182867	183073	-	LOC_Os05g01262.1:cds_4
chr05	three_prime_UTR	182866	182866	-	LOC_Os05g01262.1:utr_2
chr05	three_prime_UTR	182375	182739	-	LOC_Os05g01262.1:utr_1
chr05	mRNA	182375	184800	-	LOC_Os05g01262.2
chr05	exon	184531	184800	-	LOC_Os05g01262.2:exon_1
chr05	exon	183617	183715	-	LOC_Os05g01262.2:exon_2
chr05	exon	183422	183530	-	LOC_Os05g01262.2:exon_3
chr05	exon	182997	183073	-	LOC_Os05g01262.2:exon_4
chr05	exon	182375	182739	-	LOC_Os05g01262.2:exon_5
chr05	five_prime_UTR	184710	184800	-	LOC_Os05g01262.2:utr_2
chr05	CDS	184531	184709	-	LOC_Os05g01262.2:cds_1
chr05	CDS	183617	183715	-	LOC_Os05g01262.2:cds_2
chr05	CDS	183422	183530	-	LOC_Os05g01262.2:cds_3
chr05	CDS	182997	183073	-	LOC_Os05g01262.2:cds_4
chr05	CDS	182553	182739	-	LOC_Os05g01262.2:cds_5
chr05	three_prime_UTR	182375	182552	-	LOC_Os05g01262.2:utr_1
chr05	gene	185622	188487	+	LOC_Os05g01270
chr05	mRNA	185622	188487	+	LOC_Os05g01270.1
chr05	exon	185622	185773	+	LOC_Os05g01270.1:exon_1
chr05	exon	185873	186061	+	LOC_Os05g01270.1:exon_2
chr05	exon	186814	186964	+	LOC_Os05g01270.1:exon_3
chr05	exon	187069	187157	+	LOC_Os05g01270.1:exon_4
chr05	exon	187736	187790	+	LOC_Os05g01270.1:exon_5
chr05	exon	187878	187963	+	LOC_Os05g01270.1:exon_6
chr05	exon	188050	188487	+	LOC_Os05g01270.1:exon_7
chr05	five_prime_UTR	185622	185743	+	LOC_Os05g01270.1:utr_1
chr05	CDS	185744	185773	+	LOC_Os05g01270.1:cds_1
chr05	CDS	185873	186061	+	LOC_Os05g01270.1:cds_2
chr05	CDS	186814	186964	+	LOC_Os05g01270.1:cds_3
chr05	CDS	187069	187157	+	LOC_Os05g01270.1:cds_4
chr05	CDS	187736	187790	+	LOC_Os05g01270.1:cds_5
chr05	CDS	187878	187963	+	LOC_Os05g01270.1:cds_6
chr05	CDS	188050	188202	+	LOC_Os05g01270.1:cds_7
chr05	three_prime_UTR	188203	188487	+	LOC_Os05g01270.1:utr_2
chr05	gene	189641	191128	+	LOC_Os05g01280
chr05	mRNA	189641	190590	+	LOC_Os05g01280.1
chr05	exon	189641	190590	+	LOC_Os05g01280.1:exon_1
chr05	five_prime_UTR	189641	189887	+	LOC_Os05g01280.1:utr_1
chr05	CDS	189888	190106	+	LOC_Os05g01280.1:cds_1
chr05	three_prime_UTR	190107	190590	+	LOC_Os05g01280.1:utr_2
chr05	mRNA	189729	191128	+	LOC_Os05g01280.2
chr05	exon	189729	190129	+	LOC_Os05g01280.2:exon_1
chr05	exon	190807	191128	+	LOC_Os05g01280.2:exon_2
chr05	five_prime_UTR	189729	189887	+	LOC_Os05g01280.2:utr_1
chr05	CDS	189888	190106	+	LOC_Os05g01280.2:cds_1
chr05	three_prime_UTR	190107	190129	+	LOC_Os05g01280.2:utr_2
chr05	three_prime_UTR	190807	191128	+	LOC_Os05g01280.2:utr_3
chr05	gene	193083	194066	+	LOC_Os05g01290
chr05	mRNA	193083	194066	+	LOC_Os05g01290.1
chr05	exon	193083	194066	+	LOC_Os05g01290.1:exon_1
chr05	five_prime_UTR	193083	193468	+	LOC_Os05g01290.1:utr_1
chr05	CDS	193469	193678	+	LOC_Os05g01290.1:cds_1
chr05	three_prime_UTR	193679	194066	+	LOC_Os05g01290.1:utr_2
chr05	gene	195354	197342	-	LOC_Os05g01300
chr05	mRNA	195354	197342	-	LOC_Os05g01300.1
chr05	exon	197094	197342	-	LOC_Os05g01300.1:exon_1
chr05	exon	195354	196527	-	LOC_Os05g01300.1:exon_2
chr05	five_prime_UTR	197094	197342	-	LOC_Os05g01300.1:utr_3
chr05	five_prime_UTR	196506	196527	-	LOC_Os05g01300.1:utr_2
chr05	CDS	195963	196505	-	LOC_Os05g01300.1:cds_1
chr05	three_prime_UTR	195354	195962	-	LOC_Os05g01300.1:utr_1
chr05	gene	197718	201631	-	LOC_Os05g01310
chr05	mRNA	197718	201631	-	LOC_Os05g01310.1
chr05	exon	201441	201631	-	LOC_Os05g01310.1:exon_1
chr05	exon	201290	201352	-	LOC_Os05g01310.1:exon_2
chr05	exon	201033	201206	-	LOC_Os05g01310.1:exon_3
chr05	exon	200819	200950	-	LOC_Os05g01310.1:exon_4
chr05	exon	200528	200667	-	LOC_Os05g01310.1:exon_5
chr05	exon	200087	200173	-	LOC_Os05g01310.1:exon_6
chr05	exon	199579	199704	-	LOC_Os05g01310.1:exon_7
chr05	exon	199024	199170	-	LOC_Os05g01310.1:exon_8
chr05	exon	198883	198945	-	LOC_Os05g01310.1:exon_9
chr05	exon	198666	198767	-	LOC_Os05g01310.1:exon_10
chr05	exon	198391	198561	-	LOC_Os05g01310.1:exon_11
chr05	exon	198215	198294	-	LOC_Os05g01310.1:exon_12
chr05	exon	197718	198046	-	LOC_Os05g01310.1:exon_13
chr05	five_prime_UTR	201469	201631	-	LOC_Os05g01310.1:utr_2
chr05	CDS	201441	201468	-	LOC_Os05g01310.1:cds_1
chr05	CDS	201290	201352	-	LOC_Os05g01310.1:cds_2
chr05	CDS	201033	201206	-	LOC_Os05g01310.1:cds_3
chr05	CDS	200819	200950	-	LOC_Os05g01310.1:cds_4
chr05	CDS	200528	200667	-	LOC_Os05g01310.1:cds_5
chr05	CDS	200087	200173	-	LOC_Os05g01310.1:cds_6
chr05	CDS	199579	199704	-	LOC_Os05g01310.1:cds_7
chr05	CDS	199024	199170	-	LOC_Os05g01310.1:cds_8
chr05	CDS	198883	198945	-	LOC_Os05g01310.1:cds_9
chr05	CDS	198666	198767	-	LOC_Os05g01310.1:cds_10
chr05	CDS	198391	198561	-	LOC_Os05g01310.1:cds_11
chr05	CDS	198215	198294	-	LOC_Os05g01310.1:cds_12
chr05	CDS	197977	198046	-	LOC_Os05g01310.1:cds_13
chr05	three_prime_UTR	197718	197976	-	LOC_Os05g01310.1:utr_1
chr05	mRNA	197718	201631	-	LOC_Os05g01310.2
chr05	exon	201441	201631	-	LOC_Os05g01310.2:exon_1
chr05	exon	201290	201352	-	LOC_Os05g01310.2:exon_2
chr05	exon	201033	201206	-	LOC_Os05g01310.2:exon_3
chr05	exon	200819	200950	-	LOC_Os05g01310.2:exon_4
chr05	exon	200528	200667	-	LOC_Os05g01310.2:exon_5
chr05	exon	200087	200173	-	LOC_Os05g01310.2:exon_6
chr05	exon	199579	199704	-	LOC_Os05g01310.2:exon_7
chr05	exon	199024	199170	-	LOC_Os05g01310.2:exon_8
chr05	exon	198883	198939	-	LOC_Os05g01310.2:exon_9
chr05	exon	198666	198767	-	LOC_Os05g01310.2:exon_10
chr05	exon	198391	198561	-	LOC_Os05g01310.2:exon_11
chr05	exon	198215	198294	-	LOC_Os05g01310.2:exon_12
chr05	exon	197718	198046	-	LOC_Os05g01310.2:exon_13
chr05	five_prime_UTR	201469	201631	-	LOC_Os05g01310.2:utr_2
chr05	CDS	201441	201468	-	LOC_Os05g01310.2:cds_1
chr05	CDS	201290	201352	-	LOC_Os05g01310.2:cds_2
chr05	CDS	201033	201206	-	LOC_Os05g01310.2:cds_3
chr05	CDS	200819	200950	-	LOC_Os05g01310.2:cds_4
chr05	CDS	200528	200667	-	LOC_Os05g01310.2:cds_5
chr05	CDS	200087	200173	-	LOC_Os05g01310.2:cds_6
chr05	CDS	199579	199704	-	LOC_Os05g01310.2:cds_7
chr05	CDS	199024	199170	-	LOC_Os05g01310.2:cds_8
chr05	CDS	198883	198939	-	LOC_Os05g01310.2:cds_9
chr05	CDS	198666	198767	-	LOC_Os05g01310.2:cds_10
chr05	CDS	198391	198561	-	LOC_Os05g01310.2:cds_11
chr05	CDS	198215	198294	-	LOC_Os05g01310.2:cds_12
chr05	CDS	197977	198046	-	LOC_Os05g01310.2:cds_13
chr05	three_prime_UTR	197718	197976	-	LOC_Os05g01310.2:utr_1
chr05	mRNA	197718	201631	-	LOC_Os05g01310.3
chr05	exon	201441	201631	-	LOC_Os05g01310.3:exon_1
chr05	exon	201290	201352	-	LOC_Os05g01310.3:exon_2
chr05	exon	201033	201206	-	LOC_Os05g01310.3:exon_3
chr05	exon	200819	200950	-	LOC_Os05g01310.3:exon_4
chr05	exon	200528	200667	-	LOC_Os05g01310.3:exon_5
chr05	exon	200087	200173	-	LOC_Os05g01310.3:exon_6
chr05	exon	199579	199704	-	LOC_Os05g01310.3:exon_7
chr05	exon	199024	199170	-	LOC_Os05g01310.3:exon_8
chr05	exon	198883	198945	-	LOC_Os05g01310.3:exon_9
chr05	exon	198666	198767	-	LOC_Os05g01310.3:exon_10
chr05	exon	198391	198561	-	LOC_Os05g01310.3:exon_11
chr05	exon	197718	198294	-	LOC_Os05g01310.3:exon_12
chr05	five_prime_UTR	201469	201631	-	LOC_Os05g01310.3:utr_2
chr05	CDS	201441	201468	-	LOC_Os05g01310.3:cds_1
chr05	CDS	201290	201352	-	LOC_Os05g01310.3:cds_2
chr05	CDS	201033	201206	-	LOC_Os05g01310.3:cds_3
chr05	CDS	200819	200950	-	LOC_Os05g01310.3:cds_4
chr05	CDS	200528	200667	-	LOC_Os05g01310.3:cds_5
chr05	CDS	200087	200173	-	LOC_Os05g01310.3:cds_6
chr05	CDS	199579	199704	-	LOC_Os05g01310.3:cds_7
chr05	CDS	199024	199170	-	LOC_Os05g01310.3:cds_8
chr05	CDS	198883	198945	-	LOC_Os05g01310.3:cds_9
chr05	CDS	198666	198767	-	LOC_Os05g01310.3:cds_10
chr05	CDS	198391	198561	-	LOC_Os05g01310.3:cds_11
chr05	CDS	198211	198294	-	LOC_Os05g01310.3:cds_12
chr05	three_prime_UTR	197718	198210	-	LOC_Os05g01310.3:utr_1
chr05	gene	201957	205756	-	LOC_Os05g01320
chr05	mRNA	201957	205756	-	LOC_Os05g01320.1
chr05	exon	205528	205756	-	LOC_Os05g01320.1:exon_1
chr05	exon	204932	205008	-	LOC_Os05g01320.1:exon_2
chr05	exon	204671	204824	-	LOC_Os05g01320.1:exon_3
chr05	exon	204070	204140	-	LOC_Os05g01320.1:exon_4
chr05	exon	203766	203867	-	LOC_Os05g01320.1:exon_5
chr05	exon	203564	203653	-	LOC_Os05g01320.1:exon_6
